TRIPID,PERSID,HHID,STARTIME,TRIPTIME,WAITIME,CUMDIST,STOPS,ORIGLGA,TRAVDOW,Mode_Group,TRIPPURP,ActualStartTime
Y18H3100129P01T03,Y18H3100129P01,Y18H3100129,980,15,0,2.59,1,Frankston (C),Monday,Vehicle Driver,Buy Something,1900-00-01 16:20:00
Y18H3100130P01T03,Y18H3100130P01,Y18H3100130,690,15,0,6.36,1,Frankston (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:30:00
Y18H3100130P01T04,Y18H3100130P01,Y18H3100130,770,10,0,7.33,1,Frankston (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 12:50:00
Y18H3100130P01T05,Y18H3100130P01,Y18H3100130,810,10,0,1.45,1,Frankston (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 13:30:00
Y18H3100130P01T06,Y18H3100130P01,Y18H3100130,850,35,0,30.93,1,Frankston (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 14:10:00
Y18H3100130P01T07,Y18H3100130P01,Y18H3100130,1410,29,0,31.32,1,Bayside (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 23:30:00
Y18H3100130P03T01,Y18H3100130P03,Y18H3100130,570,5,0,1.55,1,Frankston (C),Tuesday,Vehicle Passenger,Recreational,1900-00-01 09:30:00
Y18H3100130P03T02,Y18H3100130P03,Y18H3100130,640,5,0,1.66,1,Frankston (C),Tuesday,Vehicle Passenger,Recreational,1900-00-01 10:40:00
Y18H3100132P01T01,Y18H3100132P01,Y18H3100132,440,38,0,51.53,1,Frankston (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:20:00
Y18H3100132P01T02,Y18H3100132P01,Y18H3100132,970,42,0,50.24,1,Whitehorse (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 16:10:00
Y18H3100132P01T03,Y18H3100132P01,Y18H3100132,1035,11,0,2.25,1,Frankston (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 17:15:00
Y18H3100132P02T01,Y18H3100132P02,Y18H3100132,430,33,0,29.81,1,Frankston (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:10:00
Y18H3100132P02T02,Y18H3100132P02,Y18H3100132,1050,42,0,29.64,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y18H3100133P01T01,Y18H3100133P01,Y18H3100133,500,40,0,48.95,1,Frankston (C),Friday,Vehicle Driver,Work Related,1900-00-01 08:20:00
Y18H3100133P01T02,Y18H3100133P01,Y18H3100133,750,40,0,21.91,1,Whitehorse (C),Friday,Vehicle Driver,Work Related,1900-00-01 12:30:00
Y18H3100133P01T03,Y18H3100133P01,Y18H3100133,855,50,0,30.7,1,Kingston (C),Friday,Vehicle Driver,Work Related,1900-00-01 14:15:00
Y18H3100133P02T01,Y18H3100133P02,Y18H3100133,750,20,0,18.97,1,Frankston (C),Friday,Vehicle Driver,Buy Something,1900-00-01 12:30:00
Y18H3100133P02T02,Y18H3100133P02,Y18H3100133,785,1,0,0.13,1,Mornington Peninsula (S),Friday,Vehicle Driver,Buy Something,1900-00-01 13:05:00
Y18H3100133P02T03,Y18H3100133P02,Y18H3100133,815,10,0,0.37,1,Mornington Peninsula (S),Friday,Vehicle Driver,Buy Something,1900-00-01 13:35:00
Y18H3100133P02T04,Y18H3100133P02,Y18H3100133,845,25,0,22.92,1,Mornington Peninsula (S),Friday,Vehicle Driver,Buy Something,1900-00-01 14:05:00
Y18H3100133P02T05,Y18H3100133P02,Y18H3100133,918,32,0,8.82,1,Frankston (C),Friday,Vehicle Driver,Buy Something,1900-00-01 15:18:00
Y18H3100133P02T06,Y18H3100133P02,Y18H3100133,1020,15,0,3.52,1,Frankston (C),Friday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y18H3100133P02T07,Y18H3100133P02,Y18H3100133,1080,10,0,3.85,1,Frankston (C),Friday,Vehicle Driver,Buy Something,1900-00-01 18:00:00
Y18H3100133P02T08,Y18H3100133P02,Y18H3100133,1105,10,0,1.72,1,Frankston (C),Friday,Vehicle Driver,Buy Something,1900-00-01 18:25:00
Y18H3100138P01T02,Y18H3100138P01,Y18H3100138,420,40,0,7.38,1,Kingston (C),Wednesday,Vehicle Passenger,Work Related,1900-00-01 07:00:00
Y18H3100138P01T03,Y18H3100138P01,Y18H3100138,1000,30,0,6.77,1,Glen Eira (C),Wednesday,Vehicle Passenger,Social,1900-00-01 16:40:00
Y18H3100138P01T04,Y18H3100138P01,Y18H3100138,1105,55,0,28.94,1,Kingston (C),Wednesday,Vehicle Driver,Social,1900-00-01 18:25:00
Y18H3100138P01T05,Y18H3100138P01,Y18H3100138,1350,50,0,57.99,1,Melbourne (C),Wednesday,Vehicle Driver,Social,1900-00-01 22:30:00
Y18H3100138P02T01,Y18H3100138P02,Y18H3100138,330,30,0,26.81,1,Frankston (C),Wednesday,Vehicle Passenger,Work Related,1900-00-01 05:30:00
Y18H3100138P02T02,Y18H3100138P02,Y18H3100138,770,30,0,27.1,1,Kingston (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 12:50:00
Y18H3100138P02T03,Y18H3100138P02,Y18H3100138,900,10,0,2.12,1,Frankston (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 15:00:00
Y18H3100138P02T04,Y18H3100138P02,Y18H3100138,975,5,0,2.58,1,Frankston (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 16:15:00
Y18H3100138P02T05,Y18H3100138P02,Y18H3100138,1050,45,0,26.52,1,Frankston (C),Wednesday,Vehicle Driver,Social,1900-00-01 17:30:00
Y18H3100138P02T06,Y18H3100138P02,Y18H3100138,1105,55,0,28.94,1,Kingston (C),Wednesday,Vehicle Driver,Social,1900-00-01 18:25:00
Y18H3100138P02T07,Y18H3100138P02,Y18H3100138,1350,50,0,57.99,1,Melbourne (C),Wednesday,Vehicle Driver,Social,1900-00-01 22:30:00
Y18H3100139P01T01,Y18H3100139P01,Y18H3100139,990,10,0,11.21,1,Frankston (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 16:30:00
Y18H3100139P01T02,Y18H3100139P01,Y18H3100139,1020,15,0,10.14,1,Frankston (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 17:00:00
Y18H3100139P02T01,Y18H3100139P02,Y18H3100139,480,7,0,2.16,1,Frankston (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 08:00:00
Y18H3100139P02T02,Y18H3100139P02,Y18H3100139,510,7,0,1.47,1,Frankston (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 08:30:00
Y18H3100139P03T01,Y18H3100139P03,Y18H3100139,960,10,0,1.6,1,Frankston (C),Thursday,Vehicle Passenger,Recreational,1900-00-01 16:00:00
Y18H3100139P03T02,Y18H3100139P03,Y18H3100139,1055,10,0,1.38,1,Frankston (C),Thursday,Vehicle Passenger,Recreational,1900-00-01 17:35:00
Y18H3100140P01T01,Y18H3100140P01,Y18H3100140,350,25,0,23.17,1,Frankston (C),Friday,Vehicle Driver,Work Related,1900-00-01 05:50:00
Y18H3100140P01T02,Y18H3100140P01,Y18H3100140,915,25,0,23.2,1,Kingston (C),Friday,Vehicle Driver,Work Related,1900-00-01 15:15:00
Y18H3100202P03T01,Y18H3100202P03,Y18H3100202,540,30,0,19.84,1,Maroondah (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 09:00:00
Y18H3100202P03T02,Y18H3100202P03,Y18H3100202,900,40,0,18.88,1,Yarra Ranges (S),Tuesday,Vehicle Driver,Buy Something,1900-00-01 15:00:00
Y18H3100202P03T03,Y18H3100202P03,Y18H3100202,955,5,0,3.73,1,Maroondah (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 15:55:00
Y18H3100202P03T04,Y18H3100202P03,Y18H3100202,965,5,0,1.76,1,Maroondah (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 16:05:00
Y18H3100202P05T01,Y18H3100202P05,Y18H3100202,750,5,0,1.96,1,Maroondah (C),Tuesday,Vehicle Passenger,Recreational,1900-00-01 12:30:00
Y18H3100202P05T02,Y18H3100202P05,Y18H3100202,810,5,0,1.95,1,Maroondah (C),Tuesday,Vehicle Passenger,Recreational,1900-00-01 13:30:00
Y18H3100203P01T01,Y18H3100203P01,Y18H3100203,400,67,5,36.37,3,Maroondah (C),Wednesday,Train,Work Related,1900-00-01 06:40:00
Y18H3100203P01T02,Y18H3100203P01,Y18H3100203,600,20,0,1.03,1,Melbourne (C),Wednesday,Walking,Buy Something,1900-00-01 10:00:00
Y18H3100203P01T03,Y18H3100203P01,Y18H3100203,630,20,0,1.04,1,Melbourne (C),Wednesday,Walking,Work Related,1900-00-01 10:30:00
Y18H3100203P01T04,Y18H3100203P01,Y18H3100203,980,5,0,0.21,1,Melbourne (C),Wednesday,Walking,Work Related,1900-00-01 16:20:00
Y18H3100203P01T05,Y18H3100203P01,Y18H3100203,1020,61,3,36.31,3,Melbourne (C),Wednesday,Train,Work Related,1900-00-01 17:00:00
Y18H3100204P01T01,Y18H3100204P01,Y18H3100204,330,45,0,26.72,1,Maroondah (C),Thursday,Vehicle Driver,Work Related,1900-00-01 05:30:00
Y18H3100204P01T02,Y18H3100204P01,Y18H3100204,1005,45,0,26.23,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 16:45:00
Y18H3100208P01T02,Y18H3100208P01,Y18H3100208,680,55,0,7.21,1,Knox (C),Monday,Vehicle Driver,Social,1900-00-01 11:20:00
Y18H3100208P01T03,Y18H3100208P01,Y18H3100208,770,15,0,6.79,1,Maroondah (C),Monday,Vehicle Driver,Social,1900-00-01 12:50:00
Y18H3100208P02T01,Y18H3100208P02,Y18H3100208,480,20,0,6.99,1,Maroondah (C),Monday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y18H3100208P02T02,Y18H3100208P02,Y18H3100208,1005,20,0,6.79,1,Maroondah (C),Monday,Vehicle Driver,Work Related,1900-00-01 16:45:00
Y18H3100208P03T01,Y18H3100208P03,Y18H3100208,780,15,0,7.48,1,Maroondah (C),Monday,Vehicle Driver,Work Related,1900-00-01 13:00:00
Y18H3100208P03T02,Y18H3100208P03,Y18H3100208,1005,25,0,7.43,1,Maroondah (C),Monday,Vehicle Driver,Work Related,1900-00-01 16:45:00
Y18H3100208P05T02,Y18H3100208P05,Y18H3100208,680,55,0,7.21,1,Knox (C),Monday,Vehicle Driver,Social,1900-00-01 11:20:00
Y18H3100208P05T03,Y18H3100208P05,Y18H3100208,770,15,0,6.79,1,Maroondah (C),Monday,Vehicle Passenger,Social,1900-00-01 12:50:00
Y18H3100208P06T02,Y18H3100208P06,Y18H3100208,680,55,0,7.21,1,Knox (C),Monday,Vehicle Passenger,Social,1900-00-01 11:20:00
Y18H3100208P06T03,Y18H3100208P06,Y18H3100208,770,15,0,6.79,1,Maroondah (C),Monday,Vehicle Passenger,Social,1900-00-01 12:50:00
Y18H3100209P01T02,Y18H3100209P01,Y18H3100209,660,20,0,4.57,1,Yarra Ranges (S),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:00:00
Y18H3100209P01T03,Y18H3100209P01,Y18H3100209,695,10,0,5.79,1,Yarra Ranges (S),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:35:00
Y18H3100210P01T01,Y18H3100210P01,Y18H3100210,370,15,0,9.64,1,Maroondah (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 06:10:00
Y18H3100210P01T02,Y18H3100210P01,Y18H3100210,900,15,0,9.49,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y18H3100210P02T01,Y18H3100210P02,Y18H3100210,480,20,0,12.2,1,Maroondah (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y18H3100210P02T02,Y18H3100210P02,Y18H3100210,915,25,0,14.01,1,Whitehorse (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:15:00
Y18H3100210P04T01,Y18H3100210P04,Y18H3100210,1095,5,0,2.66,1,Maroondah (C),Wednesday,Vehicle Passenger,Social,1900-00-01 18:15:00
Y18H3100211P01T01,Y18H3100211P01,Y18H3100211,400,30,0,19.85,1,Maroondah (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:40:00
Y18H3100211P01T02,Y18H3100211P01,Y18H3100211,995,30,0,17.91,1,Whitehorse (C),Thursday,Vehicle Driver,Social,1900-00-01 16:35:00
Y18H3100211P01T03,Y18H3100211P01,Y18H3100211,1095,20,0,11.74,1,Knox (C),Thursday,Vehicle Driver,Social,1900-00-01 18:15:00
Y18H3100211P02T03,Y18H3100211P02,Y18H3100211,710,10,0,0.62,1,Maroondah (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 11:50:00
Y18H3100211P02T04,Y18H3100211P02,Y18H3100211,810,10,0,7.54,1,Maroondah (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 13:30:00
Y18H3100217P01T03,Y18H3100217P01,Y18H3100217,710,15,0,7.91,1,Whitehorse (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 11:50:00
Y18H3100217P01T04,Y18H3100217P01,Y18H3100217,910,30,0,21.51,1,Whitehorse (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:10:00
Y18H3100217P02T01,Y18H3100217P02,Y18H3100217,675,10,0,0.95,1,Maroondah (C),Wednesday,Walking,Recreational,1900-00-01 11:15:00
Y18H3100217P02T02,Y18H3100217P02,Y18H3100217,685,10,0,0.95,1,Maroondah (C),Wednesday,Walking,Recreational,1900-00-01 11:25:00
Y18H3100217P02T03,Y18H3100217P02,Y18H3100217,780,10,0,5.28,1,Maroondah (C),Wednesday,Vehicle Driver,Social,1900-00-01 13:00:00
Y18H3100217P02T04,Y18H3100217P02,Y18H3100217,880,5,0,1.11,1,Yarra Ranges (S),Wednesday,Vehicle Driver,Buy Something,1900-00-01 14:40:00
Y18H3100217P02T05,Y18H3100217P02,Y18H3100217,955,15,0,7.08,1,Yarra Ranges (S),Wednesday,Vehicle Driver,Social,1900-00-01 15:55:00
Y18H3100217P02T06,Y18H3100217P02,Y18H3100217,1020,10,0,0,1,Yarra Ranges (S),Wednesday,Vehicle Driver,Social,1900-00-01 17:00:00
Y18H3100219P01T01,Y18H3100219P01,Y18H3100219,830,10,0,3.82,1,Maroondah (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 13:50:00
Y18H3100219P01T03,Y18H3100219P01,Y18H3100219,990,15,0,3.45,1,Maroondah (C),Friday,Vehicle Passenger,Social,1900-00-01 16:30:00
Y18H3100219P01T04,Y18H3100219P01,Y18H3100219,1090,10,0,2.49,1,Maroondah (C),Friday,Vehicle Passenger,Social,1900-00-01 18:10:00
Y18H3100219P02T02,Y18H3100219P02,Y18H3100219,570,30,0,3.5,1,Yarra Ranges (S),Friday,Vehicle Driver,Buy Something,1900-00-01 09:30:00
Y18H3100219P02T03,Y18H3100219P02,Y18H3100219,660,20,0,0,1,Yarra Ranges (S),Friday,Vehicle Driver,Buy Something,1900-00-01 11:00:00
Y18H3100219P02T04,Y18H3100219P02,Y18H3100219,830,10,0,7.05,1,Maroondah (C),Friday,Vehicle Driver,Buy Something,1900-00-01 13:50:00
Y18H3100219P02T06,Y18H3100219P02,Y18H3100219,990,15,0,3.45,1,Maroondah (C),Friday,Vehicle Driver,Social,1900-00-01 16:30:00
Y18H3100219P02T07,Y18H3100219P02,Y18H3100219,1090,10,0,2.49,1,Maroondah (C),Friday,Vehicle Driver,Social,1900-00-01 18:10:00
Y18H3100229P01T01,Y18H3100229P01,Y18H3100229,600,5,0,2.27,1,Whitehorse (C),Monday,Vehicle Driver,Buy Something,1900-00-01 10:00:00
Y18H3100229P01T02,Y18H3100229P01,Y18H3100229,665,5,0,0,1,Whitehorse (C),Monday,Vehicle Driver,Buy Something,1900-00-01 11:05:00
Y18H3100231P02T02,Y18H3100231P02,Y18H3100231,675,5,0,1.23,1,Whitehorse (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 11:15:00
Y18H3100231P03T02,Y18H3100231P03,Y18H3100231,675,5,0,1.23,1,Whitehorse (C),Wednesday,Vehicle Passenger,Buy Something,1900-00-01 11:15:00
Y18H3100233P01T01,Y18H3100233P01,Y18H3100233,480,30,0,8.96,1,Whitehorse (C),Friday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y18H3100233P01T04,Y18H3100233P01,Y18H3100233,1095,5,0,1.26,1,Whitehorse (C),Friday,Vehicle Driver,Buy Something,1900-00-01 18:15:00
Y18H3100233P01T05,Y18H3100233P01,Y18H3100233,1110,10,0,1.53,1,Whitehorse (C),Friday,Vehicle Driver,Buy Something,1900-00-01 18:30:00
Y18H3100233P02T01,Y18H3100233P02,Y18H3100233,1095,5,0,1.52,1,Whitehorse (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 18:15:00
Y18H3100233P02T02,Y18H3100233P02,Y18H3100233,1110,10,0,1.53,1,Whitehorse (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 18:30:00
Y18H3100239P01T01,Y18H3100239P01,Y18H3100239,465,25,0,11.48,1,Whitehorse (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:45:00
Y18H3100239P01T02,Y18H3100239P01,Y18H3100239,1080,20,0,9.3,1,Boroondara (C),Thursday,Vehicle Driver,Work Related,1900-00-01 18:00:00
Y18H3100240P01T01,Y18H3100240P01,Y18H3100240,420,20,0,1.17,1,Whitehorse (C),Friday,Walking,Recreational,1900-00-01 07:00:00
Y18H3100240P01T02,Y18H3100240P01,Y18H3100240,440,20,0,1.17,1,Manningham (C),Friday,Walking,Recreational,1900-00-01 07:20:00
Y18H3100240P01T03,Y18H3100240P01,Y18H3100240,840,20,0,1.17,1,Whitehorse (C),Friday,Vehicle Driver,Buy Something,1900-00-01 14:00:00
Y18H3100240P01T04,Y18H3100240P01,Y18H3100240,900,30,0,6.41,1,Whitehorse (C),Friday,Vehicle Driver,Buy Something,1900-00-01 15:00:00
Y18H3100240P01T05,Y18H3100240P01,Y18H3100240,1070,10,0,2.81,1,Whitehorse (C),Friday,Vehicle Driver,Social,1900-00-01 17:50:00
Y18H3100240P01T06,Y18H3100240P01,Y18H3100240,1080,10,0,3.1,1,Whitehorse (C),Friday,Vehicle Driver,Social,1900-00-01 18:00:00
Y18H3100240P02T01,Y18H3100240P02,Y18H3100240,520,40,0,31.09,1,Whitehorse (C),Friday,Vehicle Driver,Work Related,1900-00-01 08:40:00
Y18H3100240P02T02,Y18H3100240P02,Y18H3100240,1085,50,0,31.22,1,Casey (C),Friday,Vehicle Driver,Work Related,1900-00-01 18:05:00
Y18H3100240P02T05,Y18H3100240P02,Y18H3100240,1270,20,0,0.81,1,Whitehorse (C),Friday,Bicycle,Social,1900-00-01 21:10:00
Y18H3100240P02T06,Y18H3100240P02,Y18H3100240,1565,10,0,0.81,1,Whitehorse (C),Friday,Bicycle,Social,1/01/1900 2:05
Y18H3100240P03T01,Y18H3100240P03,Y18H3100240,840,20,0,6.2,1,Whitehorse (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 14:00:00
Y18H3100240P03T02,Y18H3100240P03,Y18H3100240,900,30,0,6.41,1,Whitehorse (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 15:00:00
Y18H3100240P03T03,Y18H3100240P03,Y18H3100240,1070,10,0,2.81,1,Whitehorse (C),Friday,Vehicle Passenger,Social,1900-00-01 17:50:00
Y18H3100240P03T04,Y18H3100240P03,Y18H3100240,1260,5,0,3.1,1,Whitehorse (C),Friday,Vehicle Passenger,Social,1900-00-01 21:00:00
Y18H3100240P04T01,Y18H3100240P04,Y18H3100240,840,20,0,6.2,1,Whitehorse (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 14:00:00
Y18H3100240P04T02,Y18H3100240P04,Y18H3100240,900,30,0,6.41,1,Whitehorse (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 15:00:00
Y18H3100301P01T02,Y18H3100301P01,Y18H3100301,780,30,0,5.96,1,Port Phillip (C),Monday,Vehicle Driver,Work Related,1900-00-01 13:00:00
Y18H3100301P01T03,Y18H3100301P01,Y18H3100301,930,30,0,5.96,1,Glen Eira (C),Monday,Vehicle Driver,Work Related,1900-00-01 15:30:00
Y18H3100304P01T01,Y18H3100304P01,Y18H3100304,450,40,3,10.71,3,Port Phillip (C),Thursday,Train,Work Related,1900-00-01 07:30:00
Y18H3100304P01T02,Y18H3100304P01,Y18H3100304,1070,55,10,10.71,3,Melbourne (C),Thursday,Train,Work Related,1900-00-01 17:50:00
Y18H3100304P03T01,Y18H3100304P03,Y18H3100304,570,10,0,0.54,1,Port Phillip (C),Thursday,Bicycle,Social,1900-00-01 09:30:00
Y18H3100304P03T02,Y18H3100304P03,Y18H3100304,660,10,0,0.51,1,Port Phillip (C),Thursday,Bicycle,Social,1900-00-01 11:00:00
Y18H3100304P03T03,Y18H3100304P03,Y18H3100304,780,15,0,1.83,1,Port Phillip (C),Thursday,Vehicle Passenger,Social,1900-00-01 13:00:00
Y18H3100304P03T04,Y18H3100304P03,Y18H3100304,915,5,0,1.82,1,Port Phillip (C),Thursday,Vehicle Passenger,Social,1900-00-01 15:15:00
Y18H3100304P04T01,Y18H3100304P04,Y18H3100304,570,10,0,0.54,1,Port Phillip (C),Thursday,Bicycle,Social,1900-00-01 09:30:00
Y18H3100304P04T02,Y18H3100304P04,Y18H3100304,660,10,0,0.51,1,Port Phillip (C),Thursday,Bicycle,Social,1900-00-01 11:00:00
Y18H3100304P04T03,Y18H3100304P04,Y18H3100304,780,15,0,1.83,1,Port Phillip (C),Thursday,Vehicle Passenger,Social,1900-00-01 13:00:00
Y18H3100304P04T04,Y18H3100304P04,Y18H3100304,915,5,0,1.82,1,Port Phillip (C),Thursday,Vehicle Passenger,Social,1900-00-01 15:15:00
Y18H3100308P02T01,Y18H3100308P02,Y18H3100308,450,45,0,19.39,1,Port Phillip (C),Monday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y18H3100308P02T02,Y18H3100308P02,Y18H3100308,1080,30,0,17.93,1,Monash (C),Monday,Vehicle Driver,Work Related,1900-00-01 18:00:00
Y18H3100311P01T01,Y18H3100311P01,Y18H3100311,520,45,5,8.96,3,Port Phillip (C),Thursday,Tram,Work Related,1900-00-01 08:40:00
Y18H3100311P01T02,Y18H3100311P01,Y18H3100311,1050,45,3,8.11,3,Melbourne (C),Thursday,Tram,Work Related,1900-00-01 17:30:00
Y18H3100311P01T03,Y18H3100311P01,Y18H3100311,1200,5,0,0.55,1,Port Phillip (C),Thursday,Walking,Recreational,1900-00-01 20:00:00
Y18H3100311P01T04,Y18H3100311P01,Y18H3100311,1205,5,0,0.55,1,Port Phillip (C),Thursday,Walking,Recreational,1900-00-01 20:05:00
Y18H3100317P01T01,Y18H3100317P01,Y18H3100317,435,10,0,4.01,1,Port Phillip (C),Wednesday,Vehicle Driver,Social,1900-00-01 07:15:00
Y18H3100317P01T02,Y18H3100317P01,Y18H3100317,470,40,0,24.9,1,Glen Eira (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:50:00
Y18H3100317P01T03,Y18H3100317P01,Y18H3100317,1035,45,0,29.81,1,Greater Dandenong (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:15:00
Y18H3100317P02T01,Y18H3100317P02,Y18H3100317,435,15,0,4.01,1,Port Phillip (C),Wednesday,Vehicle Driver,Social,1900-00-01 07:15:00
Y18H3100317P02T02,Y18H3100317P02,Y18H3100317,465,15,0,4.06,1,Glen Eira (C),Wednesday,Vehicle Driver,Social,1900-00-01 07:45:00
Y18H3100317P02T03,Y18H3100317P02,Y18H3100317,710,5,0,2.12,1,Port Phillip (C),Wednesday,Vehicle Driver,Recreational,1900-00-01 11:50:00
Y18H3100317P02T04,Y18H3100317P02,Y18H3100317,765,10,0,2.11,1,Port Phillip (C),Wednesday,Vehicle Driver,Recreational,1900-00-01 12:45:00
Y18H3100317P02T05,Y18H3100317P02,Y18H3100317,865,25,0,15.19,1,Port Phillip (C),Wednesday,Vehicle Driver,Social,1900-00-01 14:25:00
Y18H3100317P02T06,Y18H3100317P02,Y18H3100317,970,30,0,14.64,1,Bayside (C),Wednesday,Vehicle Driver,Recreational,1900-00-01 16:10:00
Y18H3100317P02T07,Y18H3100317P02,Y18H3100317,1060,10,0,3.05,1,Glen Eira (C),Wednesday,Vehicle Driver,Recreational,1900-00-01 17:40:00
Y18H3100318P01T03,Y18H3100318P01,Y18H3100318,780,25,0,8.28,1,Port Phillip (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 13:00:00
Y18H3100318P01T04,Y18H3100318P01,Y18H3100318,840,20,0,8.22,1,Stonnington (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 14:00:00
Y18H3100318P02T01,Y18H3100318P02,Y18H3100318,780,25,0,8.71,1,Port Phillip (C),Thursday,Vehicle Passenger,Buy Something,1900-00-01 13:00:00
Y18H3100318P02T02,Y18H3100318P02,Y18H3100318,840,20,0,8.22,1,Stonnington (C),Thursday,Vehicle Passenger,Buy Something,1900-00-01 14:00:00
Y18H3100318P04T01,Y18H3100318P04,Y18H3100318,780,25,0,8.71,1,Port Phillip (C),Thursday,Vehicle Passenger,Buy Something,1900-00-01 13:00:00
Y18H3100318P04T02,Y18H3100318P04,Y18H3100318,840,20,0,8.22,1,Stonnington (C),Thursday,Vehicle Passenger,Buy Something,1900-00-01 14:00:00
Y18H3100324P01T01,Y18H3100324P01,Y18H3100324,420,15,0,0.71,1,Port Phillip (C),Wednesday,Walking,Social,1900-00-01 07:00:00
Y18H3100324P01T02,Y18H3100324P01,Y18H3100324,450,60,0,35.76,1,Port Phillip (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y18H3100324P01T03,Y18H3100324P01,Y18H3100324,945,60,0,31.2,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:45:00
Y18H3100324P02T01,Y18H3100324P02,Y18H3100324,420,15,0,0.71,1,Port Phillip (C),Wednesday,Walking,Social,1900-00-01 07:00:00
Y18H3100324P02T02,Y18H3100324P02,Y18H3100324,510,30,0,7.31,1,Port Phillip (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:30:00
Y18H3100324P02T03,Y18H3100324P02,Y18H3100324,1020,30,0,7.34,1,Port Phillip (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y18H3100324P03T01,Y18H3100324P03,Y18H3100324,780,15,0,1.87,1,Casey (C),Wednesday,Walking,Social,1900-00-01 13:00:00
Y18H3100324P03T02,Y18H3100324P03,Y18H3100324,810,40,0,5.41,3,Casey (C),Wednesday,Bus,Buy Something,1900-00-01 13:30:00
Y18H3100325P01T01,Y18H3100325P01,Y18H3100325,720,60,0,44.01,1,Port Phillip (C),Thursday,Vehicle Driver,Social,1900-00-01 12:00:00
Y18H3100325P01T02,Y18H3100325P01,Y18H3100325,975,65,0,44,1,Manningham (C),Thursday,Vehicle Driver,Social,1900-00-01 16:15:00
Y18H3100333P01T01,Y18H3100333P01,Y18H3100333,540,10,0,1.84,1,Port Phillip (C),Friday,Vehicle Driver,Social,1900-00-01 09:00:00
Y18H3100333P01T02,Y18H3100333P01,Y18H3100333,785,10,0,2.27,1,Bayside (C),Friday,Other,Social,1900-00-01 13:05:00
Y18H3100333P01T03,Y18H3100333P01,Y18H3100333,975,15,0,1.54,1,Glen Eira (C),Friday,Walking,Social,1900-00-01 16:15:00
Y18H3100336P01T01,Y18H3100336P01,Y18H3100336,480,40,0,10.27,1,Port Phillip (C),Monday,Bicycle,Work Related,1900-00-01 08:00:00
Y18H3100336P01T02,Y18H3100336P01,Y18H3100336,1020,40,0,11.3,1,Melbourne (C),Monday,Bicycle,Work Related,1900-00-01 17:00:00
