TRIPID,PERSID,HHID,STARTIME,TRIPTIME,WAITIME,CUMDIST,STOPS,ORIGLGA,TRAVDOW,Mode_Group,TRIPPURP,ActualStartTime
Y16H2100130P02T05,Y16H2100130P02,Y16H2100130,870,15,0,11.72,1,Mornington Peninsula (S),Tuesday,Vehicle Driver,Buy Something,1900-00-01 14:30:00
Y16H2100130P02T06,Y16H2100130P02,Y16H2100130,930,15,0,11.76,1,Mornington Peninsula (S),Tuesday,Vehicle Driver,Buy Something,1900-00-01 15:30:00
Y16H2100130P02T07,Y16H2100130P02,Y16H2100130,960,7,0,3.82,1,Mornington Peninsula (S),Tuesday,Vehicle Driver,Buy Something,1900-00-01 16:00:00
Y16H2100130P02T08,Y16H2100130P02,Y16H2100130,980,8,0,3.92,1,Mornington Peninsula (S),Tuesday,Vehicle Driver,Buy Something,1900-00-01 16:20:00
Y16H2100202P01T01,Y16H2100202P01,Y16H2100202,540,20,0,4.86,1,Boroondara (C),Tuesday,Vehicle Passenger,Social,1900-00-01 09:00:00
Y16H2100202P01T02,Y16H2100202P01,Y16H2100202,855,15,0,5.02,1,Boroondara (C),Tuesday,Vehicle Passenger,Social,1900-00-01 14:15:00
Y16H2100202P02T01,Y16H2100202P02,Y16H2100202,630,5,0,0.52,1,Boroondara (C),Tuesday,Walking,Recreational,1900-00-01 10:30:00
Y16H2100202P02T02,Y16H2100202P02,Y16H2100202,690,5,0,0.52,1,Boroondara (C),Tuesday,Walking,Recreational,1900-00-01 11:30:00
Y16H2100202P02T03,Y16H2100202P02,Y16H2100202,770,20,0,2.13,1,Boroondara (C),Tuesday,Vehicle Driver,Social,1900-00-01 12:50:00
Y16H2100202P02T04,Y16H2100202P02,Y16H2100202,940,20,0,2.75,1,Boroondara (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 15:40:00
Y16H2100202P02T05,Y16H2100202P02,Y16H2100202,1005,5,0,0.63,1,Boroondara (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 16:45:00
Y16H2100203P01T01,Y16H2100203P01,Y16H2100203,400,17,0,6.92,1,Boroondara (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 06:40:00
Y16H2100203P01T02,Y16H2100203P01,Y16H2100203,935,15,0,6.04,1,Boroondara (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:35:00
Y16H2100203P02T01,Y16H2100203P02,Y16H2100203,585,43,3,9.44,3,Boroondara (C),Wednesday,Bus,Work Related,1900-00-01 09:45:00
Y16H2100203P02T02,Y16H2100203P02,Y16H2100203,1230,20,0,9.44,3,Manningham (C),Wednesday,Bus,Work Related,1900-00-01 20:30:00
Y16H2100203P03T01,Y16H2100203P03,Y16H2100203,440,60,7,12.66,3,Boroondara (C),Wednesday,Tram,Work Related,1900-00-01 07:20:00
Y16H2100203P03T02,Y16H2100203P03,Y16H2100203,1080,60,7,10.34,3,Melbourne (C),Wednesday,Tram,Work Related,1900-00-01 18:00:00
Y16H2100203P04T01,Y16H2100203P04,Y16H2100203,870,5,0,3.15,1,Boroondara (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 14:30:00
Y16H2100203P04T02,Y16H2100203P04,Y16H2100203,880,5,0,3.15,1,Boroondara (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 14:40:00
Y16H2100204P02T03,Y16H2100204P02,Y16H2100204,790,10,0,2.86,1,Boroondara (C),Thursday,Vehicle Driver,Recreational,1900-00-01 13:10:00
Y16H2100204P02T04,Y16H2100204P02,Y16H2100204,870,10,0,3.28,1,Boroondara (C),Thursday,Vehicle Driver,Social,1900-00-01 14:30:00
Y16H2100204P02T05,Y16H2100204P02,Y16H2100204,930,5,0,0.94,1,Boroondara (C),Thursday,Vehicle Driver,Social,1900-00-01 15:30:00
Y16H2100204P02T08,Y16H2100204P02,Y16H2100204,1080,5,0,0.27,1,Boroondara (C),Thursday,Walking,Buy Something,1900-00-01 18:00:00
Y16H2100204P02T09,Y16H2100204P02,Y16H2100204,1090,5,0,0.27,1,Boroondara (C),Thursday,Walking,Buy Something,1900-00-01 18:10:00
Y16H2100205P01T01,Y16H2100205P01,Y16H2100205,450,45,0,15.32,1,Boroondara (C),Friday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y16H2100205P01T02,Y16H2100205P01,Y16H2100205,1120,35,0,14.92,1,Port Phillip (C),Friday,Vehicle Driver,Work Related,1900-00-01 18:40:00
Y16H2100205P02T03,Y16H2100205P02,Y16H2100205,1140,15,0,4.18,1,Boroondara (C),Friday,Vehicle Passenger,Social,1900-00-01 19:00:00
Y16H2100205P02T04,Y16H2100205P02,Y16H2100205,1385,5,0,4.2,1,Boroondara (C),Friday,Vehicle Passenger,Social,1900-00-01 23:05:00
Y16H2100205P03T01,Y16H2100205P03,Y16H2100205,500,10,0,0.94,1,Boroondara (C),Friday,Vehicle Passenger,Education,1900-00-01 08:20:00
Y16H2100205P03T02,Y16H2100205P03,Y16H2100205,960,7,0,0.94,1,Boroondara (C),Friday,Vehicle Passenger,Education,1900-00-01 16:00:00
Y16H2100205P04T01,Y16H2100205P04,Y16H2100205,500,10,0,0.94,1,Boroondara (C),Friday,Vehicle Passenger,Education,1900-00-01 08:20:00
Y16H2100205P04T02,Y16H2100205P04,Y16H2100205,960,7,0,0.94,1,Boroondara (C),Friday,Vehicle Passenger,Education,1900-00-01 16:00:00
Y16H2100211P02T01,Y16H2100211P02,Y16H2100211,510,47,6,12.5,3,Boroondara (C),Thursday,Tram,Work Related,1900-00-01 08:30:00
Y16H2100211P02T02,Y16H2100211P02,Y16H2100211,962,50,8,10.18,3,Melbourne (C),Thursday,Tram,Work Related,1900-00-01 16:02:00
Y16H2100212P01T01,Y16H2100212P01,Y16H2100212,840,15,0,0.83,1,Boroondara (C),Friday,Vehicle Driver,Buy Something,1900-00-01 14:00:00
Y16H2100212P01T02,Y16H2100212P01,Y16H2100212,870,15,0,0.83,1,Boroondara (C),Friday,Vehicle Driver,Buy Something,1900-00-01 14:30:00
Y16H2100215P02T01,Y16H2100215P02,Y16H2100215,800,10,0,4.08,1,Boroondara (C),Monday,Vehicle Driver,Social,1900-00-01 13:20:00
Y16H2100215P02T02,Y16H2100215P02,Y16H2100215,930,10,0,4.08,1,Boroondara (C),Monday,Vehicle Driver,Social,1900-00-01 15:30:00
Y16H2100215P03T01,Y16H2100215P03,Y16H2100215,450,50,0,14.09,1,Boroondara (C),Monday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y16H2100215P03T02,Y16H2100215P03,Y16H2100215,1050,75,0,15.21,1,Port Phillip (C),Monday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y16H2100218P01T01,Y16H2100218P01,Y16H2100218,480,45,0,15.97,1,Boroondara (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 08:00:00
Y16H2100218P01T02,Y16H2100218P01,Y16H2100218,570,35,0,34.69,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 09:30:00
Y16H2100218P01T05,Y16H2100218P01,Y16H2100218,1050,45,0,19.77,1,Moonee Valley (C),Thursday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y16H2100218P02T01,Y16H2100218P02,Y16H2100218,1050,10,0,4.14,1,Boroondara (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 17:30:00
Y16H2100218P02T02,Y16H2100218P02,Y16H2100218,1070,10,0,2.28,1,Boroondara (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 17:50:00
Y16H2100223P01T01,Y16H2100223P01,Y16H2100223,510,45,0,13.74,1,Boroondara (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 08:30:00
Y16H2100223P01T02,Y16H2100223P01,Y16H2100223,795,15,0,1.01,1,Melbourne (C),Tuesday,Walking,Recreational,1900-00-01 13:15:00
Y16H2100223P01T03,Y16H2100223P01,Y16H2100223,810,15,0,1.01,1,Melbourne (C),Tuesday,Walking,Work Related,1900-00-01 13:30:00
Y16H2100223P01T04,Y16H2100223P01,Y16H2100223,1050,60,0,13.6,1,Melbourne (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y16H2100223P02T01,Y16H2100223P02,Y16H2100223,435,40,0,17.4,1,Boroondara (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 07:15:00
Y16H2100223P02T02,Y16H2100223P02,Y16H2100223,920,40,0,15.3,1,Port Phillip (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 15:20:00
Y16H2100223P02T03,Y16H2100223P02,Y16H2100223,1050,22,0,1.76,1,Boroondara (C),Tuesday,Walking,Recreational,1900-00-01 17:30:00
Y16H2100223P02T04,Y16H2100223P02,Y16H2100223,1072,23,0,1.76,1,Boroondara (C),Tuesday,Walking,Recreational,1900-00-01 17:52:00
Y16H2100223P03T01,Y16H2100223P03,Y16H2100223,435,40,0,17.4,1,Boroondara (C),Tuesday,Vehicle Passenger,Work Related,1900-00-01 07:15:00
Y16H2100223P03T02,Y16H2100223P03,Y16H2100223,920,40,0,19.3,1,Port Phillip (C),Tuesday,Vehicle Passenger,Work Related,1900-00-01 15:20:00
Y16H2100223P03T03,Y16H2100223P03,Y16H2100223,1170,10,0,4.11,1,Boroondara (C),Tuesday,Vehicle Driver,Recreational,1900-00-01 19:30:00
Y16H2100223P03T04,Y16H2100223P03,Y16H2100223,1280,10,0,3.72,1,Manningham (C),Tuesday,Vehicle Driver,Recreational,1900-00-01 21:20:00
Y16H2100223P04T01,Y16H2100223P04,Y16H2100223,480,15,0,1.07,1,Boroondara (C),Tuesday,Walking,Recreational,1900-00-01 08:00:00
Y16H2100223P04T02,Y16H2100223P04,Y16H2100223,525,15,0,1.07,1,Boroondara (C),Tuesday,Walking,Recreational,1900-00-01 08:45:00
Y16H2100223P04T03,Y16H2100223P04,Y16H2100223,630,50,0,12.24,1,Boroondara (C),Tuesday,Vehicle Passenger,Education,1900-00-01 10:30:00
Y16H2100231P01T01,Y16H2100231P01,Y16H2100231,480,60,0,12.3,1,Boroondara (C),Wednesday,Vehicle Passenger,Work Related,1900-00-01 08:00:00
Y16H2100231P01T02,Y16H2100231P01,Y16H2100231,1110,45,0,12.86,1,Melbourne (C),Wednesday,Vehicle Passenger,Work Related,1900-00-01 18:30:00
Y16H2100231P02T01,Y16H2100231P02,Y16H2100231,480,60,0,12.3,1,Boroondara (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y16H2100231P02T02,Y16H2100231P02,Y16H2100231,1110,45,0,12.86,1,Melbourne (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 18:30:00
Y16H2100232P01T01,Y16H2100232P01,Y16H2100232,540,15,0,5.73,1,Boroondara (C),Thursday,Vehicle Driver,Work Related,1900-00-01 09:00:00
Y16H2100232P01T02,Y16H2100232P01,Y16H2100232,1140,15,0,5.88,1,Banyule (C),Thursday,Vehicle Driver,Work Related,1900-00-01 19:00:00
Y16H2100236P02T02,Y16H2100236P02,Y16H2100236,535,35,0,10.78,1,Boroondara (C),Monday,Vehicle Driver,Work Related,1900-00-01 08:55:00
Y16H2100236P02T03,Y16H2100236P02,Y16H2100236,750,5,0,0.24,1,Melbourne (C),Monday,Walking,Buy Something,1900-00-01 12:30:00
Y16H2100236P02T04,Y16H2100236P02,Y16H2100236,760,5,0,0.24,1,Melbourne (C),Monday,Walking,Work Related,1900-00-01 12:40:00
Y16H2100236P02T05,Y16H2100236P02,Y16H2100236,1095,25,0,2.62,1,Melbourne (C),Monday,Vehicle Driver,Social,1900-00-01 18:15:00
Y16H2100236P02T06,Y16H2100236P02,Y16H2100236,1135,25,0,11.19,1,Melbourne (C),Monday,Vehicle Driver,Social,1900-00-01 18:55:00
Y16H2100236P03T01,Y16H2100236P03,Y16H2100236,510,20,0,4.07,1,Boroondara (C),Monday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y16H2100236P03T02,Y16H2100236P03,Y16H2100236,935,15,0,4.83,1,Boroondara (C),Monday,Vehicle Passenger,Education,1900-00-01 15:35:00
Y16H2100236P04T01,Y16H2100236P04,Y16H2100236,510,20,0,4.87,1,Boroondara (C),Monday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y16H2100236P04T02,Y16H2100236P04,Y16H2100236,935,15,0,4.83,1,Boroondara (C),Monday,Vehicle Passenger,Education,1900-00-01 15:35:00
Y16H2100239P01T02,Y16H2100239P01,Y16H2100239,495,30,0,20.96,1,Boroondara (C),Thursday,Vehicle Driver,Work Related,1900-00-01 08:15:00
Y16H2100239P01T03,Y16H2100239P01,Y16H2100239,950,28,0,15.43,1,Whitehorse (C),Thursday,Vehicle Driver,Work Related,1900-00-01 15:50:00
Y16H2100239P02T02,Y16H2100239P02,Y16H2100239,370,20,0,12.81,1,Boroondara (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:10:00
Y16H2100239P03T01,Y16H2100239P03,Y16H2100239,290,10,0,3.48,1,Boroondara (C),Thursday,Vehicle Passenger,Recreational,1900-00-01 04:50:00
Y16H2100239P03T02,Y16H2100239P03,Y16H2100239,480,47,5,7.71,3,Boroondara (C),Thursday,Bus,Education,1900-00-01 08:00:00
Y16H2100239P03T03,Y16H2100239P03,Y16H2100239,920,35,0,5.19,3,Boroondara (C),Thursday,Bus,Education,1900-00-01 15:20:00
Y16H2100239P04T01,Y16H2100239P04,Y16H2100239,480,15,0,4.12,1,Boroondara (C),Thursday,Vehicle Passenger,Education,1900-00-01 08:00:00
Y16H2100239P04T02,Y16H2100239P04,Y16H2100239,935,15,0,4.04,3,Boroondara (C),Thursday,Tram,Education,1900-00-01 15:35:00
Y16H2100239P04T03,Y16H2100239P04,Y16H2100239,1035,20,0,5.28,1,Boroondara (C),Thursday,Vehicle Passenger,Recreational,1900-00-01 17:15:00
Y16H2100239P04T04,Y16H2100239P04,Y16H2100239,1115,20,0,5.05,1,Boroondara (C),Thursday,Vehicle Passenger,Recreational,1900-00-01 18:35:00
Y16H2100304P01T04,Y16H2100304P01,Y16H2100304,500,25,0,8.34,1,Kingston (C),Thursday,Vehicle Driver,Work Related,1900-00-01 08:20:00
Y16H2100304P01T05,Y16H2100304P01,Y16H2100304,1040,30,0,9.87,1,Bayside (C),Thursday,Vehicle Driver,Work Related,1900-00-01 17:20:00
Y16H2100304P02T01,Y16H2100304P02,Y16H2100304,320,55,10,24.75,5,Kingston (C),Thursday,Train,Work Related,1900-00-01 05:20:00
Y16H2100304P02T02,Y16H2100304P02,Y16H2100304,1095,70,17,24.94,5,Melbourne (C),Thursday,Train,Work Related,1900-00-01 18:15:00
Y16H2100304P03T01,Y16H2100304P03,Y16H2100304,385,5,0,0.25,1,Kingston (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 06:25:00
Y16H2100304P03T02,Y16H2100304P03,Y16H2100304,395,10,0,3.73,1,Kingston (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:35:00
Y16H2100304P03T03,Y16H2100304P03,Y16H2100304,930,30,0,3.7,1,Kingston (C),Thursday,Vehicle Driver,Work Related,1900-00-01 15:30:00
Y16H2100304P04T01,Y16H2100304P04,Y16H2100304,490,10,0,1.86,1,Kingston (C),Thursday,Vehicle Passenger,Education,1900-00-01 08:10:00
Y16H2100304P04T02,Y16H2100304P04,Y16H2100304,920,20,8,2.31,3,Kingston (C),Thursday,Bus,Education,1900-00-01 15:20:00
Y16H2100308P01T01,Y16H2100308P01,Y16H2100308,480,20,0,8.19,1,Kingston (C),Monday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y16H2100308P01T02,Y16H2100308P01,Y16H2100308,990,30,0,8.24,1,Glen Eira (C),Monday,Vehicle Driver,Work Related,1900-00-01 16:30:00
Y16H2100308P02T01,Y16H2100308P02,Y16H2100308,720,20,0,10.96,1,Kingston (C),Monday,Vehicle Driver,Work Related,1900-00-01 12:00:00
Y16H2100308P02T02,Y16H2100308P02,Y16H2100308,870,10,0,3.62,1,Bayside (C),Monday,Vehicle Driver,Buy Something,1900-00-01 14:30:00
Y16H2100308P02T03,Y16H2100308P02,Y16H2100308,885,25,0,7.69,1,Bayside (C),Monday,Vehicle Driver,Buy Something,1900-00-01 14:45:00
Y16H2100308P03T01,Y16H2100308P03,Y16H2100308,960,1,0,0.09,1,Kingston (C),Monday,Walking,Social,1900-00-01 16:00:00
Y16H2100308P03T02,Y16H2100308P03,Y16H2100308,1080,1,0,0.09,1,Kingston (C),Monday,Walking,Social,1900-00-01 18:00:00
Y16H2100310P02T01,Y16H2100310P02,Y16H2100310,480,10,0,3.9,1,Kingston (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y16H2100310P02T02,Y16H2100310P02,Y16H2100310,1035,10,0,3.93,1,Kingston (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:15:00
Y16H2100311P01T02,Y16H2100311P01,Y16H2100311,510,50,0,26.03,1,Kingston (C),Thursday,Vehicle Driver,Work Related,1900-00-01 08:30:00
Y16H2100311P01T03,Y16H2100311P01,Y16H2100311,1140,35,0,9.17,1,Yarra (C),Thursday,Vehicle Driver,Social,1900-00-01 19:00:00
Y16H2100311P01T04,Y16H2100311P01,Y16H2100311,1185,5,0,0.01,1,Stonnington (C),Thursday,Walking,Social,1900-00-01 19:45:00
Y16H2100311P01T05,Y16H2100311P01,Y16H2100311,1350,30,0,16.76,1,Stonnington (C),Thursday,Vehicle Driver,Social,1900-00-01 22:30:00
Y16H2100311P02T02,Y16H2100311P02,Y16H2100311,545,25,0,3.28,1,Kingston (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 09:05:00
Y16H2100311P02T03,Y16H2100311P02,Y16H2100311,615,15,0,5.12,1,Kingston (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 10:15:00
Y16H2100311P03T01,Y16H2100311P03,Y16H2100311,510,10,0,2.53,1,Kingston (C),Thursday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y16H2100311P03T02,Y16H2100311P03,Y16H2100311,930,15,0,2.57,1,Kingston (C),Thursday,Vehicle Passenger,Education,1900-00-01 15:30:00
Y16H2100311P04T01,Y16H2100311P04,Y16H2100311,490,7,0,2.71,1,Kingston (C),Thursday,Vehicle Passenger,Education,1900-00-01 08:10:00
Y16H2100311P04T02,Y16H2100311P04,Y16H2100311,740,10,0,2.75,1,Kingston (C),Thursday,Vehicle Passenger,Education,1900-00-01 12:20:00
Y16H2100312P01T01,Y16H2100312P01,Y16H2100312,450,68,15,27.19,3,Kingston (C),Friday,Train,Work Related,1900-00-01 07:30:00
Y16H2100312P01T02,Y16H2100312P01,Y16H2100312,1072,53,5,27.22,3,Melbourne (C),Friday,Train,Work Related,1900-00-01 17:52:00
Y16H2100315P01T01,Y16H2100315P01,Y16H2100315,520,10,0,2.27,1,Kingston (C),Monday,Vehicle Driver,Work Related,1900-00-01 08:40:00
Y16H2100315P01T02,Y16H2100315P01,Y16H2100315,1080,5,0,2.2,1,Kingston (C),Monday,Vehicle Driver,Work Related,1900-00-01 18:00:00
Y16H2100315P02T01,Y16H2100315P02,Y16H2100315,290,25,0,22.5,1,Kingston (C),Monday,Vehicle Driver,Work Related,1900-00-01 04:50:00
Y16H2100315P02T02,Y16H2100315P02,Y16H2100315,835,35,0,25.38,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 13:55:00
Y16H2100316P01T01,Y16H2100316P01,Y16H2100316,710,10,0,5.36,1,Kingston (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:50:00
Y16H2100316P01T02,Y16H2100316P01,Y16H2100316,740,10,0,2.34,1,Kingston (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 12:20:00
Y16H2100316P01T03,Y16H2100316P01,Y16H2100316,1050,20,0,10.69,1,Kingston (C),Tuesday,Vehicle Driver,Social,1900-00-01 17:30:00
Y16H2100316P01T04,Y16H2100316P01,Y16H2100316,1110,30,0,10.61,1,Monash (C),Tuesday,Vehicle Driver,Social,1900-00-01 18:30:00
Y16H2100316P02T01,Y16H2100316P02,Y16H2100316,710,10,0,5.36,1,Kingston (C),Tuesday,Vehicle Passenger,Buy Something,1900-00-01 11:50:00
Y16H2100316P02T02,Y16H2100316P02,Y16H2100316,740,10,0,2.34,1,Kingston (C),Tuesday,Vehicle Passenger,Buy Something,1900-00-01 12:20:00
Y16H2100316P02T03,Y16H2100316P02,Y16H2100316,1050,20,0,10.69,1,Kingston (C),Tuesday,Vehicle Passenger,Social,1900-00-01 17:30:00
Y16H2100316P02T04,Y16H2100316P02,Y16H2100316,1110,30,0,10.61,1,Monash (C),Tuesday,Vehicle Passenger,Social,1900-00-01 18:30:00
Y16H2100322P01T01,Y16H2100322P01,Y16H2100322,460,55,0,11.92,1,Monash (C),Monday,Vehicle Driver,Work Related,1900-00-01 07:40:00
Y16H2100322P01T02,Y16H2100322P01,Y16H2100322,1005,45,0,12.63,1,Boroondara (C),Monday,Vehicle Driver,Work Related,1900-00-01 16:45:00
Y16H2100330P01T01,Y16H2100330P01,Y16H2100330,360,60,0,44.72,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 06:00:00
Y16H2100330P01T02,Y16H2100330P01,Y16H2100330,930,90,0,43.38,1,Brimbank (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 15:30:00
Y16H2100330P02T01,Y16H2100330P02,Y16H2100330,540,15,0,2.19,1,Monash (C),Tuesday,Walking,Buy Something,1900-00-01 09:00:00
Y16H2100330P02T02,Y16H2100330P02,Y16H2100330,585,15,0,2.19,1,Monash (C),Tuesday,Walking,Buy Something,1900-00-01 09:45:00
Y16H2100330P03T01,Y16H2100330P03,Y16H2100330,500,15,0,0.7,1,Monash (C),Tuesday,Walking,Education,1900-00-01 08:20:00
Y16H2100330P03T02,Y16H2100330P03,Y16H2100330,920,15,0,0.7,1,Monash (C),Tuesday,Walking,Education,1900-00-01 15:20:00
Y16H2100330P04T01,Y16H2100330P04,Y16H2100330,500,10,0,0.33,1,Monash (C),Tuesday,Walking,Education,1900-00-01 08:20:00
Y16H2100330P04T02,Y16H2100330P04,Y16H2100330,930,15,0,0.33,1,Monash (C),Tuesday,Walking,Education,1900-00-01 15:30:00
Y16H2100332P01T01,Y16H2100332P01,Y16H2100332,540,10,0,4,1,Monash (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 09:00:00
Y16H2100332P01T02,Y16H2100332P01,Y16H2100332,750,10,0,3.93,1,Monash (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 12:30:00
Y16H2100332P03T01,Y16H2100332P03,Y16H2100332,300,30,0,12.64,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 05:00:00
Y16H2100332P03T02,Y16H2100332P03,Y16H2100332,1050,40,0,12.45,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y16H2100333P01T02,Y16H2100333P01,Y16H2100333,512,13,0,5.05,1,Glen Eira (C),Friday,Vehicle Driver,Work Related,1900-00-01 08:32:00
Y16H2100333P02T01,Y16H2100333P02,Y16H2100333,405,30,0,12.71,1,Monash (C),Friday,Vehicle Driver,Work Related,1900-00-01 06:45:00
Y16H2100333P02T02,Y16H2100333P02,Y16H2100333,965,25,0,13.16,1,Glen Eira (C),Friday,Vehicle Driver,Work Related,1900-00-01 16:05:00
Y16H2100333P03T01,Y16H2100333P03,Y16H2100333,1080,80,25,25.75,5,Monash (C),Friday,Train,Social,1900-00-01 18:00:00
Y16H2100333P04T01,Y16H2100333P04,Y16H2100333,495,15,0,5.22,1,Monash (C),Friday,Vehicle Passenger,Education,1900-00-01 08:15:00
Y16H2100333P04T02,Y16H2100333P04,Y16H2100333,1035,15,0,5.21,1,Glen Eira (C),Friday,Vehicle Passenger,Education,1900-00-01 17:15:00
Y16H2100337P01T01,Y16H2100337P01,Y16H2100337,660,10,0,5.1,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 11:00:00
Y16H2100337P01T02,Y16H2100337P01,Y16H2100337,1050,15,0,5.07,1,Glen Eira (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y16H2100339P01T01,Y16H2100339P01,Y16H2100339,480,40,0,18.27,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y16H2100339P01T02,Y16H2100339P01,Y16H2100339,1000,30,0,18.29,1,Boroondara (C),Thursday,Vehicle Driver,Work Related,1900-00-01 16:40:00
Y16H2100339P02T01,Y16H2100339P02,Y16H2100339,360,60,0,58.66,1,Monash (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:00:00
Y16H2100339P02T02,Y16H2100339P02,Y16H2100339,930,60,0,66.41,1,Mornington Peninsula (S),Thursday,Vehicle Driver,Buy Something,1900-00-01 15:30:00
Y16H2100339P02T03,Y16H2100339P02,Y16H2100339,1005,10,0,2.65,1,Monash (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 16:45:00
Y16H2110201P01T01,Y16H2110201P01,Y16H2110201,625,5,0,3.06,1,Boroondara (C),Monday,Vehicle Driver,Work Related,1900-00-01 10:25:00
Y16H2110201P01T02,Y16H2110201P01,Y16H2110201,670,5,0,3.21,1,Boroondara (C),Monday,Vehicle Driver,Work Related,1900-00-01 11:10:00
Y16H2110201P01T04,Y16H2110201P01,Y16H2110201,764,16,0,12.18,1,Whitehorse (C),Monday,Vehicle Driver,Work Related,1900-00-01 12:44:00
Y16H2110201P01T05,Y16H2110201P01,Y16H2110201,1075,30,0,16.46,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 17:55:00
Y16H2110201P02T01,Y16H2110201P02,Y16H2110201,600,5,0,0.24,1,Boroondara (C),Monday,Walking,Buy Something,1900-00-01 10:00:00
Y16H2110201P02T02,Y16H2110201P02,Y16H2110201,620,5,0,0.24,1,Boroondara (C),Monday,Walking,Buy Something,1900-00-01 10:20:00
Y16H2110201P02T03,Y16H2110201P02,Y16H2110201,753,10,0,4.63,1,Boroondara (C),Monday,Vehicle Passenger,Education,1900-00-01 12:33:00
Y16H2110201P02T04,Y16H2110201P02,Y16H2110201,990,30,5,6.32,3,Whitehorse (C),Monday,Tram,Education,1900-00-01 16:30:00
Y16H2110203P01T03,Y16H2110203P01,Y16H2110203,870,10,0,2.52,1,Boroondara (C),Wednesday,Vehicle Driver,Recreational,1900-00-01 14:30:00
Y16H2110203P01T04,Y16H2110203P01,Y16H2110203,1005,15,0,2.17,1,Boroondara (C),Wednesday,Vehicle Driver,Recreational,1900-00-01 16:45:00
Y16H2110203P01T05,Y16H2110203P01,Y16H2110203,1110,20,0,4.82,1,Boroondara (C),Wednesday,Vehicle Driver,Social,1900-00-01 18:30:00
Y16H2110203P01T06,Y16H2110203P01,Y16H2110203,1230,40,0,4.84,1,Boroondara (C),Wednesday,Vehicle Driver,Social,1900-00-01 20:30:00
Y16H2110204P01T01,Y16H2110204P01,Y16H2110204,405,5,0,0.18,1,Boroondara (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:45:00
Y16H2110204P01T02,Y16H2110204P01,Y16H2110204,570,35,0,13.91,1,Boroondara (C),Thursday,Vehicle Driver,Work Related,1900-00-01 09:30:00
Y16H2110204P01T03,Y16H2110204P01,Y16H2110204,645,15,0,0.56,1,Yarra (C),Thursday,Vehicle Driver,Work Related,1900-00-01 10:45:00
Y16H2110204P01T04,Y16H2110204P01,Y16H2110204,690,20,0,4.06,1,Yarra (C),Thursday,Vehicle Driver,Work Related,1900-00-01 11:30:00
Y16H2110204P01T05,Y16H2110204P01,Y16H2110204,750,45,0,5.41,1,Melbourne (C),Thursday,Vehicle Driver,Work Related,1900-00-01 12:30:00
